Pengajuan via	No. Aju	Tgl Aju	No. K.1.1	Tgl K.1.1	UPT	Satpel	Tempat Periksa	Alamat Tempat Periksa	Tgl Periksa	Pemohon	Alamat Pemohon	Identitas Pemohon	Pengirim	Alamat Pengirim	Identitas Pengirim	Penerima	Alamat Penerima	Identitas Penerima	Asal	Daerah Asal	Pelabuhan Asal	Tujuan	Daerah Tujuan	Pelabuhan Tujuan	Moda Alat Angkut	Nama Alat Angkut	Nomor Voyage	Jenis Kemasan	Jumlah Kemasan	Tanda Kemasan	Nomor Dokumen	Nomor Seri	Tgl Dokumen	Klasifikasi	Komoditas	Nama Tercetak	Kode HS	volumeP1	volumeP2	volumeP3	volumeP4	volumeP5	volumeP6	volumeP7	volumeP8	satuan	Harga Barang (Rp)	Kontainer	Dokumen Pendukung
PTK	14000IMT25042515225270722P	25/04/2025 16:02	2025-T2.0-1400.0-K.1.1-000150	29/04/2025 08:00	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk			29/04/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	"FORINDO PTE LTD ON BEHA;F OF TPK ADVANCE STARCH CO.,LTD."	BLK 513 KAMPONG BAHRU ROAD HEX 02-108 KEPPEL DISTRIKPARK SINGAPORE	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 294	265-2501	Bag	500		2025-T2.0-1400.0-K.9.2-000150	70G294X	30/04/2025 09:10	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	426,25	0	0	0	0	0	0	426,25	ton	2.611.200.000	"No. HJMU2126135 Seal: MCL0143388; No. TDRU0764211 Seal: MCL0143395; No. MGEU2402441 Seal: MCL0143411; No. MGEU1916220 Seal: MCL0143404; No. MGEU1911568 Seal: MCL0143387; No. MGEU2204404 Seal: MCL0143389; No. MGEU2011025 Seal: MCL0143407; No. RFCU2153220 Seal: MCL0143390; No. MGEU2203007 Seal: MCL0143405; No. PALU5008451 Seal: MCL0143403; No. MGEU1907110 Seal: MCL0143400; No. TEMU2970909 Seal: MCL0143412; No. MGEU2109182 Seal: MCL0143386; No. CXDU1910686 Seal: MCL0143391; No. MGEU2180771 Seal: MCL0143410; No. MGEU2106671 Seal: MCL0143392; No. MGEU2103097 Seal: MCL0143409; No. PALU5012873 Seal: MCL0143379; No. PALU5011286 Seal: MCL0143396; No. MURU2185128 Seal: MCL0143399; No. MGEU2101134 Seal: MCL0143393; No. MGEU1912939 Seal: MCL0143394; No. MGEU2404110 Seal: MCL0143378; No. PALU5003444 Seal: MCL0143408; No. MGEU2006100 Seal: MCL0143406"	"Phytosanitary Certificate No. TH6804009660 Tanggal: 2025-04-09; Invoice No. TAS25/124 Tanggal: 2025-04-06; Packing List No. TAS25/124 Tanggal: 2025-04-06; Bill of Lading (BL) No. SB/M294-265/2501 Tanggal: 2025-04-25"
PTK	14000IMT2509101407560902XP	11/09/2025 10:10	2025-T2.0-1400.0-K.1.1-000269	15/09/2025 08:55	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	15/09/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 292	344-2507	Bag	200		2025-T2.0-1400.0-K.9.2-000269	2ACGSTU	15/09/2025 14:55	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	171,8	0	0	0	0	0	0	171,8	ton	1.085.280.000	"No. OBLU3313567 Seal: OBLU238959; No. CCSU2512045 Seal: OBLU238972; No. CCSU3347285 Seal: OBLU238956; No. OBLU2008086 Seal: OBLU239043; No. OBLU3321264 Seal: OBLU238968; No. CCSU6305909 Seal: OBLU238953; No. GLDU3292611 Seal: OBLU239044; No. CCSU2508831 Seal: OBLU238954; No. GESU3711687 Seal: OBLU238955; No. FCGU2953093 Seal: OBLU239052"	"Packing List No. IVD68080018 Tanggal: 2025-08-14; Bill of Lading (BL) No. SB/M292-344/2507 Tanggal: 2025-09-10; Invoice No. IVD68080018 Tanggal: 2025-08-14; Phytosanitary Certificate No. TH6808030603 Tanggal: 2025-08-26"
PTK	14020IMT2501261101459W2Q0P	26/01/2025 11:01	2025-T2.0-1402.0-K.1.1-000007	26/01/2025 09:23	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Dumai	DERMAGA A PELABUHAN PELINDO	-	26/01/2025 13:20	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'0998470371212000000000	TEH HUP SENG TRADING SDN BHD	31, JALAN SHAHBANDAR 83000 BATU PAHAT JOHOR, MALAYSIA	'-	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'0998470371212000000000	MALAYSIA		Port Klang	INDONESIA	KOTA DUMAI	Pelabuhan Dumai	Laut	KLM. PUTRA SORSEL MANDIRI	-	Bag	800	-	2025-T2.0-1402.0-K.9.2-000007	A8K67Z2	05/02/2025 15:52	Hasil Tumbuhan / Non Benih - Berbentuk biji	KACANG TANAH	KACANG TANAH	'12024200	20.050,00	0	0	0	0	0	0	20.050,00	kilogram	380.000.000		"Phytosanitary Certificate No. MY0003580J12025 Tanggal: 2025-01-17; Bill of Lading (BL) No. D.PKLG:01/2025(018) Tanggal: 2025-01-22; Certificate of Analysis (COA) No. LS/F/H7421/25 (A1) Tanggal: 2025-01-15; Prior Notice No. T.20250113.QKS5ZX Tanggal: 2025-01-16"
PTK	14020IMT250430000102JZK47P	30/04/2025 08:38	2025-T2.0-1402.0-K.1.1-000028	30/04/2025 15:22	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Dumai	PELABUHAN INDOESIA DERMAGA A	JALAN DATUK LAKSAMANA KELURAHAN BULUH KASAP DUMAI KOTA	30/04/2025 09:30	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'0998470371212000000000	SOON HUA LOGISTICS SDN.BDH	NO170B,2ND FLOOR, PERSIARAN RAJA MUDA MUSA, 42000 PORT KLANG, SELANGOR DARUL EHSAN MALAYSIA	'-	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'0998470371212000000000	MALAYSIA		Port Klang	INDONESIA	KOTA DUMAI	Pelabuhan Dumai	Laut	KLM. SURYA PERMAI I	-	Bag	800	-	2025-T2.0-1402.0-K.9.2-000028	UDBCMW3	09/05/2025 15:43	Hasil Tumbuhan / Non Benih - Berbentuk biji	KACANG TANAH	KACANG TANAH	'12024200	20.000,00	0	0	0	0	0	0	20.000,00	kilogram	380.000.000		"Certificate of Analysis (COA) No. LS/F/H8509/25(A1) Tanggal: 2025-04-18; Prior Notice No. T.20250428.0HG4PS Tanggal: 2025-04-28; Phytosanitary Certificate No. MY006035008B12119 Tanggal: 2025-04-28"
PTK	14000IMT250203174133MMKQ0P	03/02/2025 17:41	2025-T2.0-1400.0-K.1.1-000040	04/02/2025 07:53	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk			04/02/2025 18:03	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	VISION 208-003	2504	Bag	200		2025-T2.0-1400.0-K.9.2-000040	ASFTKH4	07/02/2025 10:39	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	170,6	0	0	0	0	0	0	170,6	ton	975.180.093	"No. OBLU3324670 Seal: OBLU235959; No. OBLU3320611 Seal: OBLU235955; No. OBLU3321773 Seal: OBLU235962; No. OBLU3323267 Seal: OBLU235971; No. OBLU3324113 Seal: OBLU235961; No. OBLU3323821 Seal: OBLU235954; No. OBLU3323652 Seal: OBLU235957; No. OBLU3320503 Seal: OBLU235956; No. OBLU3320859 Seal: OBLU235960; No. OBLU3323328 Seal: OBLU235953"	"Invoice No. 025/25 Tanggal: 2025-01-15; Bill of Lading (BL) No. SB/BV208-003/2504 Tanggal: 2025-01-30; Phytosanitary Certificate No. TH6801019208 Tanggal: 2025-01-20; Packing List No. 025/25 Tanggal: 2025-01-15"
PTK	14000IMT250620124022UMBHAP	20/06/2025 13:01	2025-T2.0-1400.0-K.1.1-000209	25/06/2025 07:38	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	Pelabuhan PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	23/06/2025 09:30	PT. INDAH KIAT PULP & PAPER TBK	GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT. 9 JL MH. THAMRIN, 51, GONDANGDIA, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA, 10350	'0010005668092000092000	DAI DUONG FOREST PRODUCTS JSC	NGHI SON ECONOMIC ZONE, TRUONG LAM COMMUNE, NGHI SON TOWN, THANH HOA PROVINCE, VIETNAM	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	VIETNAM		Cua Lo	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	MV. PRINCESS ROYAL	PR046	"Bulk, solid, large particles (""nodules"")"	1		2025-T2.0-1400.0-K.9.2-000209	QJGI5X4	26/06/2025 08:19	Produk tumbuhan yang tidak diolah - Kayu yang dipergunakan sebagai bahan pembungkus	KAYU AKASIA	Acacia Woodchips for Pulping Use	'44012200	39.320,05	0	0	0	0	0	0	39.320,05	ton	61.507.941.488		"Phytosanitary Certificate No. 000446/25/0601 Tanggal: 2025-06-15; Bill of Lading (BL) No. PR046 Tanggal: 2025-06-13; Packing List No. 4500006910 Tanggal: 2025-06-13; Invoice No. 4500006910 Tanggal: 2025-06-13"
PTK	14020IMT241224144443J1SXMP	24/12/2024 15:29	2025-T2.0-1402.0-K.1.1-000001	01/01/2025 11:50	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Dumai	PT WILMAR NABATI INDONESIA	JL. PULAU RUPAT KAWASAN INDUSTRI DUMAI PELINTUNG	28/12/2024 09:00	PT. WILMAR NABATI INDONESIA	GEDUNG B&G LT. 9 JL. PUTRI HIJAU NO. 10 KESAWAN MEDAN BARAT KOTA MEDAN SUMATERA UTARA 20111	'0012698056092000000009	CBH GRAIN PTY LTD	LEVEL 6, 240 ST GEORGES TERRACE PERTH WA 6000 AUSTRALIA	'0000	PT. WILMAR NABATI INDONESIA	GEDUNG B&G LT. 9 JL. PUTRI HIJAU NO. 10 KESAWAN MEDAN BARAT KOTA MEDAN SUMATERA UTARA 20111	'0012698056092000000009	AUSTRALIA		Esperance	INDONESIA	KOTA DUMAI	Pelabuhan Dumai	Laut	MV AFRICAN PHEASANT	-	"Bulk, solid, granular particles (""grains"")"	0	XXXX	2025-T2.0-1402.0-K.9.2-000001	BM8G98I	20/01/2025 08:44	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	GANDUM BIJI	AUSTRALIAN PREMIUM WHITE WHEAT 10.5%, IN BULK	'0000	15.500.000,00	0	0	15.500.000,00	0	0	0	15.500.000,00	kilogram	68.388.153.570		"Phytosanitary Certificate No. 11294046 Tanggal: 2024-12-09; Certificate of Analysis (COA) No. 02400278044 Tanggal: 2024-12-06; Prior Notice No. T.20241206.D8P3QK Tanggal: 2024-12-10; Bill of Lading (BL) No. RSIDRY24CWC033607 Tanggal: 2024-12-04"
PTK	14020IMT241211131119KQ695P	11/12/2024 13:37	2024-T2.0-1402.0-K.1.1-000006	11/12/2024 15:57	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Dumai	PELABUHAN PELINDO DERMAGA A	JL. DATUK LAKSAMANA KELURAHAN BULUH KASAP DUMAI KOTA	11/12/2024 16:45	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'998470371212000000000	SOON HUA LOGISTICS SDN BHD	NO.170B, 2ND FLOOR, PERSIARAN RAJA MUDA MUSA 42000 PORT KLANG, SELANGOR DARUL EHSAN, MALAYSIA	'-	PT. SOLUSINDO PERDANA LOGISTIK	Jalan Semangka RT.013 Kelurahan Pangkalan Sesai, Kecamatan Dumai	'998470371212000000000	MALAYSIA		Port Klang	INDONESIA	KOTA DUMAI	Pelabuhan Dumai	Laut	KLM. SURYA PERMAI	0	Bag	1600	-	2024-T2.0-1402.0-K.9.2-000006	RCFAP2U	31/12/2024 14:17	Hasil Tumbuhan / Non Benih - Berbentuk biji	KACANG TANAH	KACANG TANAH	'12024200	40.100,00	0	0	0	0	0	0	40.100,00	kilogram	720.000.000		"Certificate of Analysis (COA) No. LS/F/H6434/24 Tanggal: 2024-11-11; Phytosanitary Certificate No. MY0089958B12024 Tanggal: 2024-11-18; Prior Notice No. T.20241113.JHPWZR Tanggal: 2024-11-18"
PTK	14000IMT250224163337TQ904P	24/02/2025 16:33	2025-T2.0-1400.0-K.1.1-000073	25/02/2025 07:56	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk			25/02/2025 16:44	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 158-396	2504	Bag	400		2025-T2.0-1400.0-K.9.2-000073	W9PDB0J	27/02/2025 08:30	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	NATIVE TAPIOCA STARCH	'11081400	343,6	0	0	0	0	0	0	343,6	ton	1.985.600.000	"No. NYKU3707280 Seal: THBJ26046; No. TRHU3277169 Seal: THBJ61802; No. ONEU3098345 Seal: THBJ57473; No. TCKU1679978 Seal: THBJ29562; No. ONEU2234200 Seal: THBJ23904; No. NYKU3692940 Seal: THBJ61804; No. ONEU2556551 Seal: THBJ57411; No. FTAU1610501 Seal: THBJ57429; No. ONEU2023336 Seal: THBJ57467; No. FTAU1147151 Seal: THBJ57420; No. BMOU1529500 Seal: THBJ61957; No. GCXU2604532 Seal: THBJ57462; No. ONEU3025523 Seal: THBJ57440; No. FBIU0355586 Seal: THBJ61806; No. ONEU2498666 Seal: THBJ23821; No. MOAU1416942 Seal: THBJ26066; No. BEAU2590412 Seal: THBJ29532; No. ONEU2570436 Seal: THBJ57489; No. ONEU2073316 Seal: THBJ23905; No. ONEU3131150 Seal: THBJ23895"	"Invoice No. IVD68020004 Tanggal: 2025-02-01; Bill of Lading (BL) No. SB/M158-396/2504 Tanggal: 2025-02-22; Phytosanitary Certificate No. TH6802004758 Tanggal: 2025-02-06; Packing List No. IVD68020004 Tanggal: 2025-02-01"
PTK	14000IMT250730163437BBQKTP	30/07/2025 16:59	2025-T2.0-1400.0-K.1.1-000243	04/08/2025 08:29	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	02/08/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 132	247-2503	Bag	400		2025-T2.0-1400.0-K.9.2-000243	4FHAC09	04/08/2025 15:01	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	341,2	0	0	0	0	0	0	341,2	ton	1.969.280.000	"No. ONEU2519080 Seal: THBN01403; No. RFCU2220484 Seal: THBN01046; No. TRLU9687343 Seal: THBN01086; No. BMOU1538918 Seal: THBN01048; No. KKTU7778060 Seal: THBN01072; No. CXDU1572399 Seal: THBN01404; No. TCLU3254352 Seal: THBN01074; No. CAIU3227854 Seal: THBN01047; No. DFSU1322089 Seal: THBN01049; No. TCKU2989448 Seal: THBN01402; No. FTAU1266612 Seal: THBN01089; No. TCKU2058635 Seal: THBN01073; No. TCLU3541711 Seal: THBN01087; No. TCLU2307993 Seal: THBN01088; No. FCIU3112508 Seal: THBN01090; No. NYKU9745360 Seal: THBN01050; No. ONEU3233661 Seal: THBN01075; No. GLDU9676770 Seal: THBN01071; No. TCLU2636900 Seal: THBN01405; No. MOAU5824958 Seal: THBN01401"	"Invoice No. 299/25 Tanggal: 2025-07-17; Bill of Lading (BL) No. SB/M132-247/2503 Tanggal: 2025-07-30; Packing List No. 299/25 Tanggal: 2025-07-17; Phytosanitary Certificate No. TH6807034065 Tanggal: 2025-07-22"
PTK	14000IMT250911104332Z709PP	11/09/2025 11:09	2025-T2.0-1400.0-K.1.1-000270	16/09/2025 09:26	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	16/09/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 810	002-2507	Bag	400		2025-T2.0-1400.0-K.9.2-000270	A4380EW	16/09/2025 15:27	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	343,6	0	0	0	0	0	0	343,6	ton	2.170.560.000	"No. DFSU1019241 Seal: OBLU234011; No. OBLU2008065 Seal: OBLU233987; No. CRXU3283068 Seal: OBLU233997; No. UESU2446601 Seal: OBLU233988; No. CXDU1768571 Seal: OBLU234003; No. SEGU2686732 Seal: OBLU233991; No. OBLU3331088 Seal: OBLU233998; No. OBLU3321259 Seal: OBLU233989; No. OBLU2008595 Seal: OBLU233995; No. SEGU3042077 Seal: OBLU234007; No. OBLU3331196 Seal: OBLU233994; No. OBLU3314394 Seal: OBLU234001; No. OBLU3320566 Seal: OBLU234006; No. SEGU3044552 Seal: OBLU233992; No. OBLU3314500 Seal: OBLU234000; No. FCGU2289467 Seal: OBLU233990; No. TGHU1150321 Seal: OBLU233996; No. GESU3476124 Seal: OBLU233999; No. OBLU3313654 Seal: OBLU234004; No. TEMU0483769 Seal: OBLU234010"	"Bill of Lading (BL) No. SB/M810-002/2507 Tanggal: 2025-09-10; Packing List No. IVD68080019 Tanggal: 2025-08-15; Invoice No. IVD68080019 Tanggal: 2025-08-15; Phytosanitary Certificate No. TH6808031421 Tanggal: 2025-08-26"
PTK	14000IMT2501091642542VWDQP	09/01/2025 16:58	2025-T2.0-1400.0-K.1.1-000028	22/01/2025 08:59	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PELABUHAN FUTONG		14/01/2025 16:58	PT. RIAU ANDALAN PULP AND PAPER	JL.Teluk Betung No.31 Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0013418579092000000000	PT. RIAU ANDALAN PULP AND PAPER	JL.Teluk Betung No.31 Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0013418579092000000000	PT. RIAU ANDALAN PULP AND PAPER	JL.Teluk Betung No.31 Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0013418579092000000000	MALAYSIA		Tawau, Sabah	INDONESIA	KABUPATEN PELALAWAN	Pelabuhan Futong Terminal	Laut	TB EXCELLENT 8 BARGE	VICTORY 19	Unpacked or unpackaged	1		2025-T2.0-1400.0-K.9.2-000028	QSKOHXA	24/01/2025 15:51	Produk tumbuhan yang tidak diolah - Berbentuk batangan (termasuk kayu)	KAYU AKASIA	EUCALYPTUS	'44039990	6.437,00	0	0	0	0	0	0	6.437,00	meter kubik	7.968.947.624		"Packing List No. RBSB/PL/25-01 Tanggal: 2025-01-02; Certificate Of Origin No. KK-202501-CCF-016887-D-000017 Tanggal: 2025-01-07; Bill of Lading (BL) No. TWU-FTG/01/001 Tanggal: 2025-01-02; Phytosanitary Certificate No. MY0000307S22025 Tanggal: 2025-01-06; Invoice No. 250101 Tanggal: 2025-01-02"
PTK	14020IMT250416194932C3H3RP	17/04/2025 14:45	2025-T2.0-1402.0-K.1.1-000025	17/04/2025 16:12	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Dumai	PT WILMAR NABATI INDONESIA	JL. P RUPAT KAWASAN INDUSTRI DUMAI PELINTUNG DUMAI	18/04/2025 09:00	PT. WILMAR NABATI INDONESIA	GEDUNG B&G LT. 9 JL. PUTRI HIJAU NO. 10 KESAWAN MEDAN BARAT KOTA MEDAN SUMATERA UTARA 20111	'0012698056092000000009	CBH GRAIN PTY LTD	LEVEL 6, 240 ST GEORGES TERRACE, PERTH WA 6000 AUSTRALIA	'0000	PT. WILMAR NABATI INDONESIA	GEDUNG B&G LT. 9 JL. PUTRI HIJAU NO. 10 KESAWAN MEDAN BARAT KOTA MEDAN SUMATERA UTARA 20111	'0012698056092000000009	AUSTRALIA		Esperance	INDONESIA	KOTA DUMAI	Pelabuhan Dumai	Laut	MV ARUNA EAGLE	-	"Bulk, solid, granular particles (""grains"")"	0	XXXX	2025-T2.0-1402.0-K.9.2-000025	MYHUW0D	05/05/2025 08:21	Hasil Tumbuhan / Non Benih - Berbentuk biji	GANDUM BIJI	AUSTRALIAN STANDARD WHITE WHEAT 9.0%, WHEAT GRAIN, IN BULK	'10019919	7.300.000,00	0	0	7.300.000,00	0	0	0	7.300.000,00	kilogram	13.912.953.200		"Phytosanitary Certificate No. 11438172 Tanggal: 2025-04-09; Packing List No. CBHB-254291-001 Tanggal: 2025-04-05; Certificate Of Origin No. EC1325105565 Tanggal: 2025-04-08; Prior Notice No. T.20250319.PSGNQM Tanggal: 2025-04-10"
PTK	14000IMT241120093527CGGT5P	20/11/2024 09:35	2024-T2.0-1400.0-K.1.1-000024	25/11/2024 09:04	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	"Gudang PT. Indah Kiat Pulp &#38; Paper Tbk"	Jl. Raya Minas-Perawang Km 26, Kec. Tualang, Kab. Siak 28772 Riau-Indonesia	22/11/2024 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	MANILDRA STARCHES PTY LTD	6 FRANK STREET GLADESVILLE NSW 2111 AUSTRALIA	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	AUSTRALIA		Sydney	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	ISM VIII	PTP-SM2403	Bag	400		2024-T2.0-1400.0-K.9.2-000024	3MQWNB1	28/11/2024 08:55	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG GANDUM	WHEAT STARCH	'11081100	361,112	0	0	0	0	0	0	361,112	ton	2.684.566.080	"No. MRSU0536031 Seal: ; No. SEKU1589408 Seal: ; No. UETU2952331 Seal: ; No. SUDU7464358 Seal: ; No. SUDU7444222 Seal: ; No. BMOU1065651 Seal: ; No. SEKU1587616 Seal: ; No. GCXU2531159 Seal: ; No. MRKU9467263 Seal: ; No. FTAU2062212 Seal: ; No. CAAU2188010 Seal: ; No. CAAU2516607 Seal: ; No. MRSU0507054 Seal: ; No. BMOU2708290 Seal: ; No. SEKU1587386 Seal: ; No. SEKU1590076 Seal: ; No. FTAU2062336 Seal: ; No. CAAU2220831 Seal: ; No. SEKU1587350 Seal: ; No. TIIU2256957 Seal:"	"Bill of Lading (BL) No. 720326794 Tanggal: 2024-11-14; Packing List No. 65808 Tanggal: 2024-10-22; Invoice No. 65808 Tanggal: 2024-10-22; Phytosanitary Certificate No. 11236984 Tanggal: 2024-10-28"
